word,language,part_of_speech,category,meaning_en,meaning_ja,example
priso,ceb,noun,government_law,prison / jail,刑務所,
silot,ceb,noun,government_law,punishment,刑罰,
hustisya,ceb,noun,government_law,justice,正義・裁判,
kawatan,ceb,noun,government_law,thief,泥棒,
krimen,ceb,noun,government_law,crime,犯罪,
ayohon,ceb,verb,verbs_repair,to repair / fix,修理する,
batonan,ceb,verb,verbs_repair,to patch up / reinforce,継ぎをあてる,
tabangan,ceb,verb,verbs_caring,to help / assist,助ける,
alagaan,ceb,verb,verbs_caring,to take care of,世話をする,
atiman,ceb,verb,verbs_caring,to care for / nurture,育てる・見守る,
alimahan,ceb,verb,verbs_caring,to tend to,手当てをする,
gamit,ceb,verb,verbs_exist_have,to use / have in use,つかう,
wala,ceb,verb,verbs_exist_have,to not have / there is none,ない,
magluto,ceb,verb,verbs_cooking,to cook,料理する,
magprito,ceb,verb,verbs_cooking,to fry,揚げる・炒める,
maghurno,ceb,verb,verbs_cooking,to bake / roast,焼く・オーブンで焼く,
magsaing,ceb,verb,verbs_cooking,to cook rice,ご飯を炊く,
magbukal,ceb,verb,verbs_cooking,to boil,沸かす・煮る,
magbanlaw,ceb,verb,verbs_cleaning,to rinse,すすぐ,
maglaba,ceb,verb,verbs_cleaning,to do laundry,洗濯する,
magpunas,ceb,verb,verbs_cleaning,to wipe,拭く,
magsapu,ceb,verb,verbs_cleaning,to sweep,掃く,
magsugod,ceb,verb,verbs_start_stop,to start / begin,始める,
mohunong,ceb,verb,verbs_start_stop,to stop / cease,やめる・止まる,
matapos,ceb,verb,verbs_start_stop,to finish,終わる,
ihunong,ceb,verb,verbs_start_stop,to stop something,〜をとめる,
basketbol,ceb,noun,sports_local,basketball,バスケットボール,
sipa,ceb,noun,sports_local,kick / sepak takraw,蹴り遊び,
sungka,ceb,noun,sports_local,traditional board game,スンカ（伝統ゲーム）,
taguan,ceb,noun,sports_local,hide and seek,かくれんぼ,
volleyball,ceb,noun,sports_local,volleyball,バレーボール,
boxing,ceb,noun,sports_local,boxing,ボクシング,
pagtukod,ceb,verb,verbs_building,to build / construct,建てる・構築する,
plasa,ceb,noun,places_community,town plaza / square,町の広場,
karsada,ceb,noun,places_community,road / street,道路,
sementeryo,ceb,noun,places_community,cemetery,墓場,
kudyapi,ceb,noun,music_arts,traditional lute,クジャピ（弦楽器）,
tambor,ceb,noun,music_arts,drum,たいこ,
plawta,ceb,noun,music_arts,flute,フルート,
gitara,ceb,noun,music_arts,guitar,ギター,
kanta,ceb,noun,music_arts,song,歌,
indayog,ceb,noun,music_arts,rhythm / beat,リズム,
obra,ceb,noun,music_arts,artwork / work of art,芸術作品,
pintura,ceb,noun,music_arts,painting,絵描き・絵画,
eskultura,ceb,noun,music_arts,sculpture,彫刻,
pelikula,ceb,noun,technology_general,movie / film,映画,
radyo,ceb,noun,technology_general,radio,ラジオ,
app,ceb,noun,technology_general,mobile application,アプリ,
camera,ceb,noun,technology_general,camera,カメラ,
baterya,ceb,noun,technology_general,battery,バッテリー,
wifi,ceb,noun,technology_general,wifi,ワイファイ,
website,ceb,noun,technology_general,website,ウェブサイト,
email,ceb,noun,technology_general,email,メール,
download,ceb,verb,technology_general,to download,ダウンロードする,
upload,ceb,verb,technology_general,to upload,アップロードする,
diyis,ceb,noun,numbers_11_20,eleven,十一,
dose,ceb,noun,numbers_11_20,twelve,十二,
trese,ceb,noun,numbers_11_20,thirteen,十三,
katorse,ceb,noun,numbers_11_20,fourteen,十四,
kinse,ceb,noun,numbers_11_20,fifteen,十五,
milyon,ceb,noun,numbers_large,million,百万,
ikaono,ceb,noun,numbers_ordinal,sixth,六番目,
ikapito,ceb,noun,numbers_ordinal,seventh,七番目,
ikawalo,ceb,noun,numbers_ordinal,eighth,八番目,
ikasiyam,ceb,noun,numbers_ordinal,ninth,九番目,
ikasampu,ceb,noun,numbers_ordinal,tenth,十番目,
porsyento,ceb,noun,quantities_measures,percent,パーセント,
gramo,ceb,noun,quantities_measures,gram,グラム,
sentimetro,ceb,noun,quantities_measures,centimeter,センチ,
kilometro,ceb,noun,quantities_measures,kilometer,キロメートル,
tonelada,ceb,noun,quantities_measures,ton,トン,
hektarya,ceb,noun,quantities_measures,hectare,ヘクタール,
kabos,ceb,adjective,adj_status,poor / lacking,貧しい,
dato,ceb,noun,adj_status,rich / wealthy person,お金持ち,
ordinaryo,ceb,adjective,adj_status,ordinary / common,普通の,
espesyal,ceb,adjective,adj_status,special,特別な,
sikat,ceb,adjective,adj_status,famous / popular,有名な,
importante,ceb,adjective,adj_status,important,大切な,
sayo,ceb,adverb,adverbs_time,early,はやく,
ulahi,ceb,adverb,adverbs_time,late,おそく,
kanunay,ceb,adverb,adverbs_time,always,いつも,
sa kadugayan,ceb,adverb,adverbs_time,eventually / in time,やがて・いずれ,
mao kini,ceb,pronoun,pronouns_demonst,this is it,これです,
mao kana,ceb,pronoun,pronouns_demonst,that is it near,それです,
mao kadto,ceb,pronoun,pronouns_demonst,that is it far,あれです,
kani,ceb,pronoun,pronouns_demonst,this one,これ,
kana,ceb,pronoun,pronouns_demonst,that one near,それ,
kadto,ceb,pronoun,pronouns_demonst,that one far,あれ,
ngano man,ceb,adverb,question_words,why is it,なぜですか,
kinsay,ceb,pronoun,question_words,who subject,だれが,
asa man,ceb,adverb,question_words,where emphasis,どこですか,
kanus-a ba,ceb,adverb,question_words,when question,いつですか,
pila ba,ceb,adverb,question_words,how many / how much,いくら・いくつ,
didto,ceb,adverb,position_direction,over there,あそこ・あちら,
dinhi,ceb,adverb,position_direction,here,ここ・こちら,
diha,ceb,adverb,position_direction,there near listener,そこ・そちら,
sa ubos,ceb,adverb,position_direction,downward / below,したへ,
sa taas,ceb,adverb,position_direction,upward / above,うえへ,
sa wala,ceb,adverb,position_direction,to the left,左に,
sa tuo,ceb,adverb,position_direction,to the right,右に,
dayun,ceb,adverb,adverbs_manner,immediately / right away,すぐに,
hinay-hinay,ceb,adverb,adverbs_manner,slowly / little by little,ゆっくりと,
tarong,ceb,adverb,adverbs_manner,properly / correctly,きちんと,
siguro,ceb,adverb,affirmation_negation,maybe / perhaps,たぶん,
segurado,ceb,adverb,affirmation_negation,for sure / certain,確かに,
tinuod,ceb,adverb,affirmation_negation,truly / really,本当に,
basin,ceb,adverb,affirmation_negation,perhaps / might,〜かもしれない,
hayan,ceb,interjection,interjections,there it is / see?,ほら！・ね？,
abay,ceb,interjection,interjections,hey attention-getting,ちょっと！（呼びかけ）,
ayna,ceb,interjection,interjections,oh no / ouch,あらまあ！・痛い！,
hala sige,ceb,interjection,interjections,go ahead / alright then,どうぞ・さあやれ,
day,ceb,interjection,discourse_particles,term of address for female,ちゃん（女性呼びかけ）,
dong,ceb,interjection,discourse_particles,term of address for male,くん（男性呼びかけ）,
kuan,ceb,noun,discourse_particles,filler word / thing / umm,あの〜・えーっと,
bay,ceb,discourse_particles,discourse_particles,hey casual address,ねえ,
bitaw,ceb,discourse_particles,discourse_particles,indeed / that is right,そうだよ・まさに,
hisgutan,ceb,verb,verbs_social_comm,to discuss / talk about,話し合う,
sultihi,ceb,verb,verbs_social_comm,to tell / inform,伝える,
pakiusap,ceb,verb,verbs_social_comm,to request / plea,お願いする,
mopahayag,ceb,verb,verbs_expression,to express / declare,表現する,
moingon,ceb,verb,verbs_speaking,to say / utter,言う・述べる,
mangutana,ceb,verb,verbs_speaking,to ask a question,尋ねる,
motubag,ceb,verb,verbs_speaking,to answer,答える,
mohilak,ceb,verb,verbs_head_face,to cry,泣く,
mokatawa,ceb,verb,verbs_head_face,to laugh,笑う,
mongisi,ceb,verb,verbs_head_face,to smile,ほほ笑む,
mosud,ceb,verb,verbs_body_motion,to enter / go in,入る,
mogawas,ceb,verb,verbs_body_motion,to go out / exit,出る,
motindog,ceb,verb,verbs_body_motion,to stand up,立つ,
molingkod,ceb,verb,verbs_body_motion,to sit down,座る,
mohigda,ceb,verb,verbs_body_motion,to lie down,横になる,
molukso,ceb,verb,verbs_body_motion,to jump,とぶ・ジャンプする,
molangoy,ceb,verb,verbs_body_motion,to swim,泳ぐ,
sumaka,ceb,verb,verbs_walking,to climb up,登る,
mokanaog,ceb,verb,verbs_walking,to go down,降りる,
molakaw,ceb,verb,verbs_walking,to walk / leave,歩く・去る,
modagan,ceb,verb,verbs_walking,to run,走る,
mopadayon,ceb,verb,verbs_walking,to continue / proceed,続ける・進む,
mobalik,ceb,verb,verbs_walking,to return,戻る,
mobiyahe,ceb,verb,verbs_transit,to travel,旅をする,
mosakay,ceb,verb,verbs_transit,to ride / board,のる,
mosulat,ceb,verb,verbs_written,to write,書く,
mobasa,ceb,verb,verbs_written,to read,読む,
mokopya,ceb,verb,verbs_written,to copy,コピーする,
